0,1,2
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 1.902976087819752e-08}","{'label': 'Neutral', 'score': 2.161413936718759e-09}"
"{'label': 'Negative', 'score': 0.999809205532074}","{'label': 'Neutral', 'score': 0.00018908105266746134}","{'label': 'Positive', 'score': 1.6882552245078841e-06}"
"{'label': 'Positive', 'score': 0.9999998807907104}","{'label': 'Neutral', 'score': 6.388548712266129e-08}","{'label': 'Negative', 'score': 2.7133493674114106e-08}"
"{'label': 'Negative', 'score': 0.9999901056289673}","{'label': 'Neutral', 'score': 8.956533747550566e-06}","{'label': 'Positive', 'score': 8.80880349996005e-07}"
"{'label': 'Neutral', 'score': 0.568428099155426}","{'label': 'Negative', 'score': 0.43154647946357727}","{'label': 'Positive', 'score': 2.5471030312473886e-05}"
"{'label': 'Negative', 'score': 0.9999234676361084}","{'label': 'Neutral', 'score': 7.571977039333433e-05}","{'label': 'Positive', 'score': 8.222909855248872e-07}"
"{'label': 'Positive', 'score': 0.970146894454956}","{'label': 'Negative', 'score': 0.02146601490676403}","{'label': 'Neutral', 'score': 0.008387061767280102}"
"{'label': 'Neutral', 'score': 0.9854405522346497}","{'label': 'Negative', 'score': 0.014558881521224976}","{'label': 'Positive', 'score': 6.091810291763977e-07}"
"{'label': 'Negative', 'score': 0.9999668598175049}","{'label': 'Neutral', 'score': 2.971954017993994e-05}","{'label': 'Positive', 'score': 3.461800588411279e-06}"
"{'label': 'Negative', 'score': 0.9949070811271667}","{'label': 'Positive', 'score': 0.004773647990077734}","{'label': 'Neutral', 'score': 0.00031924585346132517}"
"{'label': 'Positive', 'score': 0.9999686479568481}","{'label': 'Neutral', 'score': 3.09323804685846e-05}","{'label': 'Negative', 'score': 5.070416477792605e-07}"
"{'label': 'Negative', 'score': 0.999997615814209}","{'label': 'Positive', 'score': 2.324365595995914e-06}","{'label': 'Neutral', 'score': 2.9922301081342084e-08}"
"{'label': 'Negative', 'score': 0.9999998807907104}","{'label': 'Positive', 'score': 9.772991660383923e-08}","{'label': 'Neutral', 'score': 7.753578756819479e-08}"
"{'label': 'Positive', 'score': 0.9999957084655762}","{'label': 'Negative', 'score': 3.0488063202938065e-06}","{'label': 'Neutral', 'score': 1.2149841950304108e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 3.8019472015093925e-09}","{'label': 'Neutral', 'score': 1.0538150352346065e-09}"
"{'label': 'Neutral', 'score': 0.9993438124656677}","{'label': 'Negative', 'score': 0.0006461290176957846}","{'label': 'Positive', 'score': 1.0028297765529715e-05}"
"{'label': 'Neutral', 'score': 0.9999998807907104}","{'label': 'Negative', 'score': 9.971203240866089e-08}","{'label': 'Positive', 'score': 1.3881026106332683e-08}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 3.211223065235913e-09}","{'label': 'Negative', 'score': 2.2727029147517896e-09}"
"{'label': 'Neutral', 'score': 0.9755703210830688}","{'label': 'Positive', 'score': 0.024418475106358528}","{'label': 'Negative', 'score': 1.126041570387315e-05}"
"{'label': 'Neutral', 'score': 0.985372006893158}","{'label': 'Positive', 'score': 0.014321006834506989}","{'label': 'Negative', 'score': 0.0003069762315135449}"
"{'label': 'Positive', 'score': 0.9999998807907104}","{'label': 'Neutral', 'score': 1.2027385309920646e-07}","{'label': 'Negative', 'score': 4.572923018031361e-08}"
"{'label': 'Neutral', 'score': 0.9966611862182617}","{'label': 'Negative', 'score': 0.003148204879835248}","{'label': 'Positive', 'score': 0.00019062259525526315}"
"{'label': 'Neutral', 'score': 0.9999961853027344}","{'label': 'Negative', 'score': 3.7613731365127023e-06}","{'label': 'Positive', 'score': 4.9887294295558604e-08}"
"{'label': 'Positive', 'score': 0.9999784231185913}","{'label': 'Negative', 'score': 1.8345090211369097e-05}","{'label': 'Neutral', 'score': 3.2515092698304215e-06}"
"{'label': 'Neutral', 'score': 0.9999955892562866}","{'label': 'Negative', 'score': 4.212178282614332e-06}","{'label': 'Positive', 'score': 2.523462967474188e-07}"
"{'label': 'Positive', 'score': 0.9999995231628418}","{'label': 'Neutral', 'score': 4.2505118358349137e-07}","{'label': 'Negative', 'score': 5.945303627186149e-08}"
"{'label': 'Positive', 'score': 0.9704261422157288}","{'label': 'Neutral', 'score': 0.023679746314883232}","{'label': 'Negative', 'score': 0.005894073285162449}"
"{'label': 'Positive', 'score': 0.9883933663368225}","{'label': 'Neutral', 'score': 0.011595526710152626}","{'label': 'Negative', 'score': 1.1046715371776372e-05}"
"{'label': 'Neutral', 'score': 0.9947202205657959}","{'label': 'Positive', 'score': 0.005277090705931187}","{'label': 'Negative', 'score': 2.7005660285794875e-06}"
"{'label': 'Positive', 'score': 0.9999891519546509}","{'label': 'Neutral', 'score': 9.141411283053458e-06}","{'label': 'Negative', 'score': 1.625625486667559e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 1.9906154946625065e-08}","{'label': 'Negative', 'score': 6.8267200781235715e-09}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 4.999627023494213e-08}","{'label': 'Negative', 'score': 1.2772322754983634e-08}"
"{'label': 'Positive', 'score': 0.9995569586753845}","{'label': 'Neutral', 'score': 0.0004395588766783476}","{'label': 'Negative', 'score': 3.4644529023353243e-06}"
"{'label': 'Neutral', 'score': 0.9999969005584717}","{'label': 'Negative', 'score': 2.9932468805782264e-06}","{'label': 'Positive', 'score': 9.010336299297705e-08}"
"{'label': 'Neutral', 'score': 0.997979462146759}","{'label': 'Negative', 'score': 0.001933220773935318}","{'label': 'Positive', 'score': 8.738048927625641e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 8.07344591180481e-09}","{'label': 'Neutral', 'score': 2.1205952549507856e-09}"
"{'label': 'Positive', 'score': 0.6339454054832458}","{'label': 'Negative', 'score': 0.36604252457618713}","{'label': 'Neutral', 'score': 1.1998825357295573e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 8.029738651771368e-09}","{'label': 'Negative', 'score': 1.1620479023477515e-09}"
"{'label': 'Positive', 'score': 0.7158260941505432}","{'label': 'Neutral', 'score': 0.14443941414356232}","{'label': 'Negative', 'score': 0.1397344172000885}"
"{'label': 'Neutral', 'score': 0.9984307885169983}","{'label': 'Positive', 'score': 0.0013360128505155444}","{'label': 'Negative', 'score': 0.0002331133437110111}"
"{'label': 'Negative', 'score': 0.607521116733551}","{'label': 'Neutral', 'score': 0.39014488458633423}","{'label': 'Positive', 'score': 0.0023339767940342426}"
"{'label': 'Negative', 'score': 0.9999895095825195}","{'label': 'Neutral', 'score': 9.512267752143089e-06}","{'label': 'Positive', 'score': 9.95028244688001e-07}"
"{'label': 'Neutral', 'score': 0.9999969005584717}","{'label': 'Negative', 'score': 3.05926027976966e-06}","{'label': 'Positive', 'score': 3.692111505415596e-08}"
"{'label': 'Positive', 'score': 0.9986996650695801}","{'label': 'Neutral', 'score': 0.001299933879636228}","{'label': 'Negative', 'score': 3.2431995578008355e-07}"
"{'label': 'Negative', 'score': 0.9753409624099731}","{'label': 'Neutral', 'score': 0.0210409052670002}","{'label': 'Positive', 'score': 0.0036181071773171425}"
"{'label': 'Neutral', 'score': 0.9999850988388062}","{'label': 'Positive', 'score': 1.0381190804764628e-05}","{'label': 'Negative', 'score': 4.568815256789094e-06}"
"{'label': 'Neutral', 'score': 0.9457230567932129}","{'label': 'Positive', 'score': 0.03545360639691353}","{'label': 'Negative', 'score': 0.01882334239780903}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 2.22269114225071e-09}","{'label': 'Negative', 'score': 1.7413421815604124e-09}"
"{'label': 'Positive', 'score': 0.9999998807907104}","{'label': 'Neutral', 'score': 8.993260536271919e-08}","{'label': 'Negative', 'score': 1.014415307309946e-08}"
"{'label': 'Positive', 'score': 0.956507682800293}","{'label': 'Negative', 'score': 0.043077364563941956}","{'label': 'Neutral', 'score': 0.0004149462911300361}"
"{'label': 'Positive', 'score': 0.9976377487182617}","{'label': 'Neutral', 'score': 0.0023553648497909307}","{'label': 'Negative', 'score': 6.866468538646586e-06}"
"{'label': 'Positive', 'score': 0.9981939196586609}","{'label': 'Neutral', 'score': 0.0018054808024317026}","{'label': 'Negative', 'score': 5.859007501385349e-07}"
"{'label': 'Positive', 'score': 0.9999762773513794}","{'label': 'Negative', 'score': 2.3194455934572034e-05}","{'label': 'Neutral', 'score': 4.958924932907394e-07}"
"{'label': 'Positive', 'score': 0.9897264838218689}","{'label': 'Neutral', 'score': 0.010226611979305744}","{'label': 'Negative', 'score': 4.678427649196237e-05}"
"{'label': 'Neutral', 'score': 0.9999984502792358}","{'label': 'Negative', 'score': 1.5375851489807246e-06}","{'label': 'Positive', 'score': 5.186500118270487e-08}"
"{'label': 'Negative', 'score': 0.999809205532074}","{'label': 'Neutral', 'score': 0.00018908105266746134}","{'label': 'Positive', 'score': 1.6882552245078841e-06}"
"{'label': 'Positive', 'score': 0.9997175335884094}","{'label': 'Neutral', 'score': 0.0002557412371970713}","{'label': 'Negative', 'score': 2.666809450602159e-05}"
"{'label': 'Neutral', 'score': 0.9990732669830322}","{'label': 'Positive', 'score': 0.0009261217783205211}","{'label': 'Negative', 'score': 6.483057291006844e-07}"
"{'label': 'Positive', 'score': 0.9993317723274231}","{'label': 'Neutral', 'score': 0.0006645440007559955}","{'label': 'Negative', 'score': 3.654709416878177e-06}"
"{'label': 'Neutral', 'score': 0.5831659436225891}","{'label': 'Negative', 'score': 0.41667822003364563}","{'label': 'Positive', 'score': 0.0001558636868139729}"
"{'label': 'Neutral', 'score': 0.9999485015869141}","{'label': 'Positive', 'score': 4.69099213660229e-05}","{'label': 'Negative', 'score': 4.582904693961609e-06}"
"{'label': 'Positive', 'score': 0.9963275790214539}","{'label': 'Neutral', 'score': 0.003649897640570998}","{'label': 'Negative', 'score': 2.2561269361176528e-05}"
"{'label': 'Neutral', 'score': 0.679207444190979}","{'label': 'Positive', 'score': 0.28623586893081665}","{'label': 'Negative', 'score': 0.03455667570233345}"
"{'label': 'Neutral', 'score': 0.9738710522651672}","{'label': 'Positive', 'score': 0.015741534531116486}","{'label': 'Negative', 'score': 0.010387426242232323}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 3.603719322953225e-09}","{'label': 'Neutral', 'score': 1.7170177779579632e-10}"
"{'label': 'Positive', 'score': 0.9999996423721313}","{'label': 'Neutral', 'score': 2.575949906713504e-07}","{'label': 'Negative', 'score': 1.4129545888863504e-07}"
"{'label': 'Positive', 'score': 0.9989370703697205}","{'label': 'Neutral', 'score': 0.0010161413811147213}","{'label': 'Negative', 'score': 4.683807856054045e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 1.3188167891087232e-08}","{'label': 'Negative', 'score': 1.0755187851430037e-08}"
"{'label': 'Positive', 'score': 0.9999045133590698}","{'label': 'Neutral', 'score': 9.056129783857614e-05}","{'label': 'Negative', 'score': 4.908778009848902e-06}"
"{'label': 'Positive', 'score': 0.9999656677246094}","{'label': 'Neutral', 'score': 3.1314193620346487e-05}","{'label': 'Negative', 'score': 2.922172825492453e-06}"
"{'label': 'Positive', 'score': 0.9999219179153442}","{'label': 'Neutral', 'score': 7.583513797726482e-05}","{'label': 'Negative', 'score': 2.228291577921482e-06}"
"{'label': 'Neutral', 'score': 0.9999850988388062}","{'label': 'Positive', 'score': 8.621029337518848e-06}","{'label': 'Negative', 'score': 6.2818871811032295e-06}"
"{'label': 'Neutral', 'score': 0.9999842643737793}","{'label': 'Positive', 'score': 1.0255161214445252e-05}","{'label': 'Negative', 'score': 5.540263373404741e-06}"
"{'label': 'Neutral', 'score': 0.9970244765281677}","{'label': 'Positive', 'score': 0.0029087236616760492}","{'label': 'Negative', 'score': 6.684008985757828e-05}"
"{'label': 'Neutral', 'score': 0.9834218621253967}","{'label': 'Negative', 'score': 0.016503876075148582}","{'label': 'Positive', 'score': 7.437160093104467e-05}"
"{'label': 'Neutral', 'score': 0.5565087795257568}","{'label': 'Positive', 'score': 0.4433773159980774}","{'label': 'Negative', 'score': 0.00011393689783290029}"
"{'label': 'Neutral', 'score': 0.9825282692909241}","{'label': 'Negative', 'score': 0.017441758885979652}","{'label': 'Positive', 'score': 2.9966327929287218e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 1.452135478530181e-08}","{'label': 'Negative', 'score': 1.8559771497450583e-09}"
"{'label': 'Neutral', 'score': 0.6428655982017517}","{'label': 'Positive', 'score': 0.35713258385658264}","{'label': 'Negative', 'score': 1.819333419916802e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 3.603719322953225e-09}","{'label': 'Neutral', 'score': 1.7170177779579632e-10}"
"{'label': 'Positive', 'score': 0.9507367610931396}","{'label': 'Neutral', 'score': 0.04920989274978638}","{'label': 'Negative', 'score': 5.342382792150602e-05}"
"{'label': 'Positive', 'score': 0.9950255751609802}","{'label': 'Neutral', 'score': 0.004961301572620869}","{'label': 'Negative', 'score': 1.3107376616972033e-05}"
"{'label': 'Negative', 'score': 0.91954106092453}","{'label': 'Neutral', 'score': 0.08044256269931793}","{'label': 'Positive', 'score': 1.640787741052918e-05}"
"{'label': 'Negative', 'score': 0.9556220173835754}","{'label': 'Neutral', 'score': 0.04266677796840668}","{'label': 'Positive', 'score': 0.001711128163151443}"
"{'label': 'Neutral', 'score': 0.999863862991333}","{'label': 'Negative', 'score': 0.00013449993275571615}","{'label': 'Positive', 'score': 1.6523856629646616e-06}"
"{'label': 'Neutral', 'score': 0.999993085861206}","{'label': 'Negative', 'score': 6.81785968481563e-06}","{'label': 'Positive', 'score': 1.2689147865785344e-07}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 6.948360775638207e-10}","{'label': 'Neutral', 'score': 5.830107507875937e-10}"
"{'label': 'Positive', 'score': 0.9999992847442627}","{'label': 'Neutral', 'score': 5.537650054066034e-07}","{'label': 'Negative', 'score': 8.406750851008837e-08}"
"{'label': 'Negative', 'score': 0.5339909791946411}","{'label': 'Neutral', 'score': 0.4657226800918579}","{'label': 'Positive', 'score': 0.00028632496832869947}"
"{'label': 'Positive', 'score': 0.9999994039535522}","{'label': 'Neutral', 'score': 5.833305181113246e-07}","{'label': 'Negative', 'score': 1.948236416637883e-08}"
"{'label': 'Positive', 'score': 0.9999980926513672}","{'label': 'Negative', 'score': 1.6417435517723789e-06}","{'label': 'Neutral', 'score': 2.2119341736015485e-07}"
"{'label': 'Positive', 'score': 0.9999970197677612}","{'label': 'Neutral', 'score': 2.6727152544481214e-06}","{'label': 'Negative', 'score': 3.8148473890942114e-07}"
"{'label': 'Positive', 'score': 0.9711278080940247}","{'label': 'Neutral', 'score': 0.028812609612941742}","{'label': 'Negative', 'score': 5.953557774773799e-05}"
"{'label': 'Neutral', 'score': 0.9998210072517395}","{'label': 'Negative', 'score': 0.00017869567091111094}","{'label': 'Positive', 'score': 3.3065782645280706e-07}"
"{'label': 'Neutral', 'score': 0.9824603199958801}","{'label': 'Negative', 'score': 0.017277752980589867}","{'label': 'Positive', 'score': 0.0002618440194055438}"
"{'label': 'Positive', 'score': 0.9999415874481201}","{'label': 'Neutral', 'score': 5.800688813906163e-05}","{'label': 'Negative', 'score': 3.997117516973958e-07}"
"{'label': 'Positive', 'score': 0.9999992847442627}","{'label': 'Neutral', 'score': 6.951242426112003e-07}","{'label': 'Negative', 'score': 1.9844311083261346e-08}"
"{'label': 'Neutral', 'score': 0.999998927116394}","{'label': 'Negative', 'score': 9.84915914159501e-07}","{'label': 'Positive', 'score': 8.05636588552261e-08}"
"{'label': 'Neutral', 'score': 0.999985933303833}","{'label': 'Positive', 'score': 1.3557013517129235e-05}","{'label': 'Negative', 'score': 5.201530370868568e-07}"
"{'label': 'Negative', 'score': 0.9999991655349731}","{'label': 'Positive', 'score': 8.065404699664214e-07}","{'label': 'Neutral', 'score': 1.4668294134878579e-08}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 3.624283095859937e-08}","{'label': 'Negative', 'score': 1.727337206602897e-08}"
"{'label': 'Positive', 'score': 0.997941792011261}","{'label': 'Neutral', 'score': 0.0020580480340868235}","{'label': 'Negative', 'score': 1.2064623433616362e-07}"
"{'label': 'Neutral', 'score': 0.9999949932098389}","{'label': 'Negative', 'score': 4.910950337944087e-06}","{'label': 'Positive', 'score': 1.466440835429239e-07}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 5.7357972593763407e-08}","{'label': 'Negative', 'score': 2.1623632662226555e-08}"
"{'label': 'Negative', 'score': 0.9999511241912842}","{'label': 'Positive', 'score': 4.8637335567036644e-05}","{'label': 'Neutral', 'score': 2.8147593411631533e-07}"
"{'label': 'Positive', 'score': 0.5341758728027344}","{'label': 'Negative', 'score': 0.46580806374549866}","{'label': 'Neutral', 'score': 1.6132120435941033e-05}"
"{'label': 'Neutral', 'score': 0.9874075651168823}","{'label': 'Negative', 'score': 0.008068032562732697}","{'label': 'Positive', 'score': 0.0045243254862725735}"
