0,1,2
"{'label': 'neutral', 'score': 0.8677756786346436}","{'label': 'positive', 'score': 0.12111309915781021}","{'label': 'negative', 'score': 0.011111229658126831}"
"{'label': 'negative', 'score': 0.9198521971702576}","{'label': 'neutral', 'score': 0.05862623453140259}","{'label': 'positive', 'score': 0.02152152545750141}"
"{'label': 'neutral', 'score': 0.4821474552154541}","{'label': 'negative', 'score': 0.4553576707839966}","{'label': 'positive', 'score': 0.062494877725839615}"
"{'label': 'positive', 'score': 0.5568802356719971}","{'label': 'neutral', 'score': 0.4346712529659271}","{'label': 'negative', 'score': 0.00844851229339838}"
"{'label': 'positive', 'score': 0.9176158308982849}","{'label': 'negative', 'score': 0.06293544173240662}","{'label': 'neutral', 'score': 0.01944868080317974}"
"{'label': 'positive', 'score': 0.49842533469200134}","{'label': 'neutral', 'score': 0.4479745626449585}","{'label': 'negative', 'score': 0.053600046783685684}"
"{'label': 'negative', 'score': 0.7094387412071228}","{'label': 'neutral', 'score': 0.22923676669597626}","{'label': 'positive', 'score': 0.061324432492256165}"
"{'label': 'positive', 'score': 0.49842533469200134}","{'label': 'neutral', 'score': 0.4479745626449585}","{'label': 'negative', 'score': 0.053600046783685684}"
"{'label': 'negative', 'score': 0.965418815612793}","{'label': 'neutral', 'score': 0.021207228302955627}","{'label': 'positive', 'score': 0.013374028727412224}"
"{'label': 'positive', 'score': 0.8868395090103149}","{'label': 'neutral', 'score': 0.08491881936788559}","{'label': 'negative', 'score': 0.028241721913218498}"
"{'label': 'negative', 'score': 0.8254866600036621}","{'label': 'positive', 'score': 0.10655713826417923}","{'label': 'neutral', 'score': 0.06795616447925568}"
"{'label': 'negative', 'score': 0.971721887588501}","{'label': 'neutral', 'score': 0.020144369453191757}","{'label': 'positive', 'score': 0.008133678697049618}"
"{'label': 'neutral', 'score': 0.8653956651687622}","{'label': 'positive', 'score': 0.0784137099981308}","{'label': 'negative', 'score': 0.05619062855839729}"
"{'label': 'neutral', 'score': 0.895132303237915}","{'label': 'positive', 'score': 0.07406853139400482}","{'label': 'negative', 'score': 0.030799169093370438}"
"{'label': 'negative', 'score': 0.8566279411315918}","{'label': 'neutral', 'score': 0.11671262234449387}","{'label': 'positive', 'score': 0.0266594085842371}"
"{'label': 'negative', 'score': 0.8774672746658325}","{'label': 'neutral', 'score': 0.07547015696763992}","{'label': 'positive', 'score': 0.04706257954239845}"
"{'label': 'neutral', 'score': 0.7548717856407166}","{'label': 'negative', 'score': 0.1800585836172104}","{'label': 'positive', 'score': 0.06506957858800888}"
"{'label': 'positive', 'score': 0.9184643626213074}","{'label': 'negative', 'score': 0.053540535271167755}","{'label': 'neutral', 'score': 0.027995077893137932}"
"{'label': 'negative', 'score': 0.8580149412155151}","{'label': 'neutral', 'score': 0.12587951123714447}","{'label': 'positive', 'score': 0.016105538234114647}"
"{'label': 'positive', 'score': 0.8829755187034607}","{'label': 'negative', 'score': 0.09392067790031433}","{'label': 'neutral', 'score': 0.02310379408299923}"
"{'label': 'neutral', 'score': 0.5978691577911377}","{'label': 'positive', 'score': 0.3893965780735016}","{'label': 'negative', 'score': 0.01273428462445736}"
"{'label': 'neutral', 'score': 0.9230281114578247}","{'label': 'positive', 'score': 0.06282676011323929}","{'label': 'negative', 'score': 0.01414514146745205}"
"{'label': 'negative', 'score': 0.5462700724601746}","{'label': 'positive', 'score': 0.3877130448818207}","{'label': 'neutral', 'score': 0.06601687520742416}"
"{'label': 'neutral', 'score': 0.8445238471031189}","{'label': 'positive', 'score': 0.14331237971782684}","{'label': 'negative', 'score': 0.01216382160782814}"
"{'label': 'positive', 'score': 0.9452465176582336}","{'label': 'negative', 'score': 0.027865326032042503}","{'label': 'neutral', 'score': 0.026888201013207436}"
"{'label': 'neutral', 'score': 0.9102013111114502}","{'label': 'positive', 'score': 0.07002562284469604}","{'label': 'negative', 'score': 0.019773077219724655}"
"{'label': 'positive', 'score': 0.9424638748168945}","{'label': 'negative', 'score': 0.028787951916456223}","{'label': 'neutral', 'score': 0.028748085722327232}"
"{'label': 'positive', 'score': 0.3892853260040283}","{'label': 'negative', 'score': 0.37735095620155334}","{'label': 'neutral', 'score': 0.23336373269557953}"
"{'label': 'negative', 'score': 0.9199806451797485}","{'label': 'neutral', 'score': 0.07041141390800476}","{'label': 'positive', 'score': 0.009607949294149876}"
"{'label': 'positive', 'score': 0.846192479133606}","{'label': 'neutral', 'score': 0.14697174727916718}","{'label': 'negative', 'score': 0.006835811771452427}"
"{'label': 'neutral', 'score': 0.9474862217903137}","{'label': 'positive', 'score': 0.027920398861169815}","{'label': 'negative', 'score': 0.02459341660141945}"
"{'label': 'negative', 'score': 0.9714312553405762}","{'label': 'neutral', 'score': 0.019754352048039436}","{'label': 'positive', 'score': 0.008814389817416668}"
"{'label': 'neutral', 'score': 0.6173810958862305}","{'label': 'negative', 'score': 0.33366066217422485}","{'label': 'positive', 'score': 0.048958178609609604}"
"{'label': 'negative', 'score': 0.6957137584686279}","{'label': 'neutral', 'score': 0.26635611057281494}","{'label': 'positive', 'score': 0.03793016076087952}"
"{'label': 'negative', 'score': 0.881589949131012}","{'label': 'neutral', 'score': 0.09558144211769104}","{'label': 'positive', 'score': 0.022828586399555206}"
"{'label': 'neutral', 'score': 0.4625295102596283}","{'label': 'positive', 'score': 0.4427124559879303}","{'label': 'negative', 'score': 0.09475802630186081}"
"{'label': 'positive', 'score': 0.8621405959129333}","{'label': 'neutral', 'score': 0.13070163130760193}","{'label': 'negative', 'score': 0.007157768588513136}"
"{'label': 'positive', 'score': 0.6082473397254944}","{'label': 'neutral', 'score': 0.37456080317497253}","{'label': 'negative', 'score': 0.017191903665661812}"
"{'label': 'neutral', 'score': 0.9456306099891663}","{'label': 'positive', 'score': 0.03800958767533302}","{'label': 'negative', 'score': 0.01635977439582348}"
"{'label': 'positive', 'score': 0.8594443798065186}","{'label': 'neutral', 'score': 0.13375180959701538}","{'label': 'negative', 'score': 0.006803758908063173}"
"{'label': 'negative', 'score': 0.8963525891304016}","{'label': 'positive', 'score': 0.05428396165370941}","{'label': 'neutral', 'score': 0.049363408237695694}"
"{'label': 'positive', 'score': 0.8924271464347839}","{'label': 'negative', 'score': 0.0882263034582138}","{'label': 'neutral', 'score': 0.019346492365002632}"
"{'label': 'neutral', 'score': 0.9240597486495972}","{'label': 'positive', 'score': 0.06483535468578339}","{'label': 'negative', 'score': 0.01110492181032896}"
"{'label': 'positive', 'score': 0.903999388217926}","{'label': 'negative', 'score': 0.07625574618577957}","{'label': 'neutral', 'score': 0.019744819030165672}"
"{'label': 'neutral', 'score': 0.5490214824676514}","{'label': 'positive', 'score': 0.4349462389945984}","{'label': 'negative', 'score': 0.01603224314749241}"
"{'label': 'neutral', 'score': 0.8850527405738831}","{'label': 'positive', 'score': 0.0601273775100708}","{'label': 'negative', 'score': 0.054819803684949875}"
"{'label': 'negative', 'score': 0.9562945365905762}","{'label': 'neutral', 'score': 0.034133028239011765}","{'label': 'positive', 'score': 0.009572411887347698}"
"{'label': 'neutral', 'score': 0.8070319294929504}","{'label': 'positive', 'score': 0.16003312170505524}","{'label': 'negative', 'score': 0.03293494135141373}"
"{'label': 'positive', 'score': 0.5017167329788208}","{'label': 'neutral', 'score': 0.42087486386299133}","{'label': 'negative', 'score': 0.07740840315818787}"
"{'label': 'neutral', 'score': 0.4895187020301819}","{'label': 'negative', 'score': 0.42855995893478394}","{'label': 'positive', 'score': 0.08192133158445358}"
"{'label': 'neutral', 'score': 0.8732389807701111}","{'label': 'negative', 'score': 0.10719954967498779}","{'label': 'positive', 'score': 0.01956143230199814}"
"{'label': 'positive', 'score': 0.9338551759719849}","{'label': 'negative', 'score': 0.03842124342918396}","{'label': 'neutral', 'score': 0.027723627164959908}"
"{'label': 'neutral', 'score': 0.8216590285301208}","{'label': 'positive', 'score': 0.16987404227256775}","{'label': 'negative', 'score': 0.008466877043247223}"
"{'label': 'neutral', 'score': 0.7805048823356628}","{'label': 'positive', 'score': 0.20403708517551422}","{'label': 'negative', 'score': 0.015458027832210064}"
"{'label': 'negative', 'score': 0.9584311246871948}","{'label': 'neutral', 'score': 0.031163319945335388}","{'label': 'positive', 'score': 0.01040556188672781}"
"{'label': 'negative', 'score': 0.9683228731155396}","{'label': 'neutral', 'score': 0.02486087940633297}","{'label': 'positive', 'score': 0.0068161762319505215}"
"{'label': 'negative', 'score': 0.618803083896637}","{'label': 'neutral', 'score': 0.2177829146385193}","{'label': 'positive', 'score': 0.16341398656368256}"
"{'label': 'positive', 'score': 0.9495818614959717}","{'label': 'neutral', 'score': 0.03588200360536575}","{'label': 'negative', 'score': 0.01453613955527544}"
"{'label': 'negative', 'score': 0.9640992283821106}","{'label': 'neutral', 'score': 0.021023107692599297}","{'label': 'positive', 'score': 0.01487758383154869}"
"{'label': 'negative', 'score': 0.6175234913825989}","{'label': 'neutral', 'score': 0.2974289357662201}","{'label': 'positive', 'score': 0.08504762500524521}"
"{'label': 'negative', 'score': 0.8622473478317261}","{'label': 'positive', 'score': 0.10932093858718872}","{'label': 'neutral', 'score': 0.028431739658117294}"
"{'label': 'negative', 'score': 0.9445079565048218}","{'label': 'neutral', 'score': 0.044941496104002}","{'label': 'positive', 'score': 0.010550467297434807}"
"{'label': 'neutral', 'score': 0.5722916722297668}","{'label': 'positive', 'score': 0.4176603853702545}","{'label': 'negative', 'score': 0.010047988034784794}"
"{'label': 'negative', 'score': 0.8110458850860596}","{'label': 'neutral', 'score': 0.17212098836898804}","{'label': 'positive', 'score': 0.016833137720823288}"
"{'label': 'negative', 'score': 0.7741737961769104}","{'label': 'neutral', 'score': 0.19416634738445282}","{'label': 'positive', 'score': 0.031659841537475586}"
"{'label': 'neutral', 'score': 0.5177105069160461}","{'label': 'positive', 'score': 0.300870418548584}","{'label': 'negative', 'score': 0.18141911923885345}"
"{'label': 'positive', 'score': 0.9374993443489075}","{'label': 'neutral', 'score': 0.052697621285915375}","{'label': 'negative', 'score': 0.009803073480725288}"
"{'label': 'negative', 'score': 0.5672719478607178}","{'label': 'neutral', 'score': 0.3375692069530487}","{'label': 'positive', 'score': 0.09515880048274994}"
"{'label': 'negative', 'score': 0.8962689638137817}","{'label': 'neutral', 'score': 0.08033814281225204}","{'label': 'positive', 'score': 0.02339285984635353}"
"{'label': 'neutral', 'score': 0.6173810958862305}","{'label': 'negative', 'score': 0.33366066217422485}","{'label': 'positive', 'score': 0.048958178609609604}"
"{'label': 'negative', 'score': 0.968142569065094}","{'label': 'neutral', 'score': 0.024724110960960388}","{'label': 'positive', 'score': 0.007133195176720619}"
"{'label': 'neutral', 'score': 0.4953365623950958}","{'label': 'positive', 'score': 0.3070051670074463}","{'label': 'negative', 'score': 0.19765830039978027}"
"{'label': 'negative', 'score': 0.5505807995796204}","{'label': 'neutral', 'score': 0.37453433871269226}","{'label': 'positive', 'score': 0.07488492876291275}"
"{'label': 'negative', 'score': 0.5257618427276611}","{'label': 'neutral', 'score': 0.31980445981025696}","{'label': 'positive', 'score': 0.1544337123632431}"
"{'label': 'neutral', 'score': 0.6707435250282288}","{'label': 'positive', 'score': 0.3223295509815216}","{'label': 'negative', 'score': 0.006926961243152618}"
"{'label': 'neutral', 'score': 0.9156725406646729}","{'label': 'positive', 'score': 0.06327185779809952}","{'label': 'negative', 'score': 0.021055571734905243}"
"{'label': 'neutral', 'score': 0.7222256660461426}","{'label': 'negative', 'score': 0.2255581170320511}","{'label': 'positive', 'score': 0.05221616104245186}"
"{'label': 'neutral', 'score': 0.6675567626953125}","{'label': 'negative', 'score': 0.29789137840270996}","{'label': 'positive', 'score': 0.03455182537436485}"
"{'label': 'positive', 'score': 0.8906601667404175}","{'label': 'neutral', 'score': 0.07710455358028412}","{'label': 'negative', 'score': 0.03223526105284691}"
"{'label': 'positive', 'score': 0.8737801313400269}","{'label': 'negative', 'score': 0.1088680773973465}","{'label': 'neutral', 'score': 0.017351854592561722}"
"{'label': 'neutral', 'score': 0.7929140329360962}","{'label': 'positive', 'score': 0.1957605481147766}","{'label': 'negative', 'score': 0.011325390078127384}"
"{'label': 'positive', 'score': 0.7974517345428467}","{'label': 'negative', 'score': 0.1656978875398636}","{'label': 'neutral', 'score': 0.03685041517019272}"
"{'label': 'positive', 'score': 0.957953155040741}","{'label': 'neutral', 'score': 0.02308822236955166}","{'label': 'negative', 'score': 0.018958672881126404}"
"{'label': 'positive', 'score': 0.958092451095581}","{'label': 'negative', 'score': 0.021097540855407715}","{'label': 'neutral', 'score': 0.020810037851333618}"
"{'label': 'positive', 'score': 0.9571024775505066}","{'label': 'neutral', 'score': 0.024598950520157814}","{'label': 'negative', 'score': 0.018298469483852386}"
"{'label': 'negative', 'score': 0.9559543132781982}","{'label': 'neutral', 'score': 0.026022618636488914}","{'label': 'positive', 'score': 0.018023135140538216}"
"{'label': 'negative', 'score': 0.5938168168067932}","{'label': 'neutral', 'score': 0.30310407280921936}","{'label': 'positive', 'score': 0.10307914018630981}"
"{'label': 'neutral', 'score': 0.7093362808227539}","{'label': 'positive', 'score': 0.21021343767642975}","{'label': 'negative', 'score': 0.08045025914907455}"
"{'label': 'neutral', 'score': 0.7063686847686768}","{'label': 'negative', 'score': 0.2524104118347168}","{'label': 'positive', 'score': 0.04122086614370346}"
"{'label': 'positive', 'score': 0.9366300106048584}","{'label': 'neutral', 'score': 0.04724675044417381}","{'label': 'negative', 'score': 0.016123317182064056}"
"{'label': 'negative', 'score': 0.9596216082572937}","{'label': 'neutral', 'score': 0.0242997407913208}","{'label': 'positive', 'score': 0.016078654676675797}"
"{'label': 'negative', 'score': 0.9605072140693665}","{'label': 'neutral', 'score': 0.026399435475468636}","{'label': 'positive', 'score': 0.013093365356326103}"
"{'label': 'neutral', 'score': 0.8733941316604614}","{'label': 'positive', 'score': 0.11453060805797577}","{'label': 'negative', 'score': 0.012075232341885567}"
"{'label': 'negative', 'score': 0.9590818285942078}","{'label': 'neutral', 'score': 0.03293849155306816}","{'label': 'positive', 'score': 0.00797981210052967}"
"{'label': 'negative', 'score': 0.9071852564811707}","{'label': 'positive', 'score': 0.08059962838888168}","{'label': 'neutral', 'score': 0.012215092778205872}"
